Date,Bumble bee species,x,y
15-Jun-22,B. griseocollis (brown-belted bumble bee),-111.596816,40.38700813
16-Jun-22,B. griseocollis (brown-belted bumble bee),-111.8293349,40.71306327
18-Jun-22,B. griseocollis (brown-belted bumble bee),-111.7112716,40.31993163
18-Jun-22,B. griseocollis (brown-belted bumble bee),-111.87897,40.92178
19-Jun-22,B. griseocollis (brown-belted bumble bee),-109.5178262,40.41880364
20-Jun-22,B. griseocollis (brown-belted bumble bee),-111.711408,40.31964103
21-Jun-22,B. griseocollis (brown-belted bumble bee),-111.848516,40.56369739
21-Jun-22,B. griseocollis (brown-belted bumble bee),-111.848516,40.56369739
30-Jun-22,B. griseocollis (brown-belted bumble bee),-110.3126016,40.4134979
30-Jun-22,B. griseocollis (brown-belted bumble bee),-111.848821,40.56372809
1-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8487574,40.56371212
1-Jul-22,B. griseocollis (brown-belted bumble bee),-111.84874,40.56372384
5-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8247505,40.76682123
5-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8236203,40.76552809
6-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8232036,40.76553415
11-Jul-22,B. griseocollis (brown-belted bumble bee),-111.7923936,40.59844702
11-Jul-22,B. griseocollis (brown-belted bumble bee),-109.6570096,40.12722514
12-Jul-22,B. griseocollis (brown-belted bumble bee),-111.7720446,40.4273163
13-Jul-22,B. griseocollis (brown-belted bumble bee),-111.7111014,40.3198051
18-Jul-22,B. griseocollis (brown-belted bumble bee),-109.2403713,40.59472202
18-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8235274,40.76404687
19-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8483232,40.5642643
21-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8488788,40.5639023
21-Jul-22,B. griseocollis (brown-belted bumble bee),-111.689615,40.67080553
23-Jul-22,B. griseocollis (brown-belted bumble bee),-111.5969806,40.15039578
26-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8638418,40.72698292
27-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8490994,40.5639341
31-Jul-22,B. griseocollis (brown-belted bumble bee),-111.8638113,40.7269915
5-Aug-22,B. griseocollis (brown-belted bumble bee),-111.7917628,40.59868965
5-Aug-22,B. griseocollis (brown-belted bumble bee),-111.7917919,40.59869156
5-Aug-22,B. griseocollis (brown-belted bumble bee),-111.7917979,40.59867292
5-Aug-22,B. griseocollis (brown-belted bumble bee),-111.7923387,40.59862346
6-Aug-22,B. griseocollis (brown-belted bumble bee),-111.7918698,40.59709782
7-Aug-22,B. griseocollis (brown-belted bumble bee),-111.8825039,41.20024178
7-Aug-22,B. griseocollis (brown-belted bumble bee),-111.7918626,40.59704092
7-Aug-22,B. griseocollis (brown-belted bumble bee),-111.792371,40.59851189
11-Aug-22,B. griseocollis (brown-belted bumble bee),-109.5012427,40.61085516
15-Aug-22,B. griseocollis (brown-belted bumble bee),-111.8637961,40.72717116
15-Aug-22,B. griseocollis (brown-belted bumble bee),-111.7111686,40.31973206
16-Aug-22,B. griseocollis (brown-belted bumble bee),-111.7878354,40.61079506
27-Aug-22,B. griseocollis (brown-belted bumble bee),-111.7113358,40.31981068
27-Aug-22,B. griseocollis (brown-belted bumble bee),-111.8637803,40.72698242
30-Aug-22,B. griseocollis (brown-belted bumble bee),-111.82476,40.7628
30-Aug-22,B. griseocollis (brown-belted bumble bee),-111.82476,40.7628
30-Aug-22,B. griseocollis (brown-belted bumble bee),-111.82476,40.7628
30-Aug-22,B. griseocollis (brown-belted bumble bee),-111.82476,40.7628
30-Aug-22,B. griseocollis (brown-belted bumble bee),-111.82476,40.7628
30-Aug-22,B. griseocollis (brown-belted bumble bee),-111.82476,40.7628
30-Aug-22,B. griseocollis (brown-belted bumble bee),-111.82476,40.7628
30-Aug-22,B. griseocollis (brown-belted bumble bee),-111.8814842,40.85103996
6-Sep-22,B. griseocollis (brown-belted bumble bee),-109.3613459,40.34639092
9-Sep-22,B. griseocollis (brown-belted bumble bee),-109.3136356,40.91101611
12-Sep-22,B. griseocollis (brown-belted bumble bee),-111.8309538,40.73557312
2-Oct-22,B. griseocollis (brown-belted bumble bee),-111.7111178,40.31966584
5-Oct-22,B. griseocollis (brown-belted bumble bee),-111.8486659,40.60158218
20-Apr-20,B. huntii (Hunt's bumble bee),-111.8227887,41.65432103
28-Apr-20,B. huntii (Hunt's bumble bee),-109.9825533,40.27262602
29-Apr-20,B. huntii (Hunt's bumble bee),-109.9954349,40.28439106
3-May-20,B. huntii (Hunt's bumble bee),-109.9442904,40.18290385
5-May-20,B. huntii (Hunt's bumble bee),-112.7103061,37.05021267
11-May-20,B. huntii (Hunt's bumble bee),-109.9824853,40.2727696
11-May-20,B. huntii (Hunt's bumble bee),-111.8005749,40.65184471
15-May-20,B. huntii (Hunt's bumble bee),-109.9825211,40.27269127
19-May-20,B. huntii (Hunt's bumble bee),-111.909187,41.17865451
25-May-20,B. huntii (Hunt's bumble bee),-109.6361319,40.54376843
13-Jun-20,B. huntii (Hunt's bumble bee),-111.8616514,41.22721402
16-Jun-20,B. huntii (Hunt's bumble bee),-109.9827292,40.27251403
21-Jun-20,B. huntii (Hunt's bumble bee),-111.710995,40.31972959
26-Jun-20,B. huntii (Hunt's bumble bee),-111.6233455,40.57069816
30-Jun-20,B. huntii (Hunt's bumble bee),-111.8038218,40.6228687
1-Jul-20,B. huntii (Hunt's bumble bee),-111.7110918,40.31990364
3-Jul-20,B. huntii (Hunt's bumble bee),-111.8176676,40.76261353
5-Jul-20,B. huntii (Hunt's bumble bee),-111.7717611,40.42774667
6-Jul-20,B. huntii (Hunt's bumble bee),-111.7110971,40.31985205
14-Jul-20,B. huntii (Hunt's bumble bee),-111.7108782,40.32001649
23-Jul-20,B. huntii (Hunt's bumble bee),-111.9232304,40.69889562
12-Aug-20,B. huntii (Hunt's bumble bee),-111.8611558,40.73665192
16-Aug-20,B. huntii (Hunt's bumble bee),-111.7910507,40.6189583
23-Aug-20,B. huntii (Hunt's bumble bee),-111.8529034,40.8068375
28-Aug-20,B. huntii (Hunt's bumble bee),-111.8378099,40.69696204
2-Sep-20,B. huntii (Hunt's bumble bee),-111.8886775,40.42653768
2-Sep-20,B. huntii (Hunt's bumble bee),-111.8364972,40.69757841
5-Sep-20,B. huntii (Hunt's bumble bee),-111.8038249,40.62302565
13-Sep-20,B. huntii (Hunt's bumble bee),-111.8038001,40.62279389
18-Sep-20,B. huntii (Hunt's bumble bee),-111.7110659,40.31967804
9-Apr-21,B. huntii (Hunt's bumble bee),-111.9100021,40.43528006
4-May-21,B. huntii (Hunt's bumble bee),-111.3935924,40.92018457
21-May-21,B. huntii (Hunt's bumble bee),-111.8901937,40.45123525
25-May-21,B. huntii (Hunt's bumble bee),-111.8882839,40.42606462
25-May-21,B. huntii (Hunt's bumble bee),-111.801479,40.71011539
25-May-21,B. huntii (Hunt's bumble bee),-111.8104148,40.71245812
27-May-21,B. huntii (Hunt's bumble bee),-111.7834559,40.70708296
1-Jun-21,B. huntii (Hunt's bumble bee),-111.6988636,40.3198817
2-Jun-21,B. huntii (Hunt's bumble bee),-111.5320778,40.727865
3-Jun-21,B. huntii (Hunt's bumble bee),-111.6989245,40.3199742
6-Jun-21,B. huntii (Hunt's bumble bee),-111.6988992,40.3199717
10-Jun-21,B. huntii (Hunt's bumble bee),-113.277,37.5512
15-Jun-21,B. huntii (Hunt's bumble bee),-113.74,41.65144
17-Jun-21,B. huntii (Hunt's bumble bee),-111.840698,40.495597
20-Jun-21,B. huntii (Hunt's bumble bee),-111.861,40.58257
23-Jun-21,B. huntii (Hunt's bumble bee),-112.804,37.8209
25-Jun-21,B. huntii (Hunt's bumble bee),-111.61,40.28423
27-Jun-21,B. huntii (Hunt's bumble bee),-110.838,39.74309
27-Jun-21,B. huntii (Hunt's bumble bee),-111.873,40.87293
28-Jun-21,B. huntii (Hunt's bumble bee),-111.85,40.58738
30-Jun-21,B. huntii (Hunt's bumble bee),-111.992,40.69138
30-Jun-21,B. huntii (Hunt's bumble bee),-111.825,40.7628
1-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.32001
3-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.32008
5-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.32003
5-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.3202
6-Jul-21,B. huntii (Hunt's bumble bee),-111.857,40.69609
7-Jul-21,B. huntii (Hunt's bumble bee),-111.923,40.6989
8-Jul-21,B. huntii (Hunt's bumble bee),-111.915,40.5965
10-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.32012
11-Jul-21,B. huntii (Hunt's bumble bee),-112.09,40.46634
11-Jul-21,B. huntii (Hunt's bumble bee),-111.864,40.63533
13-Jul-21,B. huntii (Hunt's bumble bee),-111.943,40.55664
13-Jul-21,B. huntii (Hunt's bumble bee),-111.823,40.56857
14-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66275
14-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66275
14-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66276
15-Jul-21,B. huntii (Hunt's bumble bee),-113.739,41.65113
16-Jul-21,B. huntii (Hunt's bumble bee),-111.823,40.56866
16-Jul-21,B. huntii (Hunt's bumble bee),-109.711,40.686
16-Jul-21,B. huntii (Hunt's bumble bee),-111.86,40.72189
18-Jul-21,B. huntii (Hunt's bumble bee),-111.625,40.15584
18-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.31989
18-Jul-21,B. huntii (Hunt's bumble bee),-111.943,40.55673
18-Jul-21,B. huntii (Hunt's bumble bee),-111.609,40.59517
19-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.32013
19-Jul-21,B. huntii (Hunt's bumble bee),-111.943,40.55664
20-Jul-21,B. huntii (Hunt's bumble bee),-112.864,37.59038
20-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.32017
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59051
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59051
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59052
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59052
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59052
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59052
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59052
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59052
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59052
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59053
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59053
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59053
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59053
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59053
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59053
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59054
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59054
21-Jul-21,B. huntii (Hunt's bumble bee),-112.863,37.59054
21-Jul-21,B. huntii (Hunt's bumble bee),-113.903,39.87964
21-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.3201
21-Jul-21,B. huntii (Hunt's bumble bee),-111.943,40.55683
21-Jul-21,B. huntii (Hunt's bumble bee),-111.834,40.71486
22-Jul-21,B. huntii (Hunt's bumble bee),-112.682,38.46405
22-Jul-21,B. huntii (Hunt's bumble bee),-112.682,38.46405
22-Jul-21,B. huntii (Hunt's bumble bee),-112.665,38.4646
22-Jul-21,B. huntii (Hunt's bumble bee),-112.665,38.4646
22-Jul-21,B. huntii (Hunt's bumble bee),-112.665,38.46462
22-Jul-21,B. huntii (Hunt's bumble bee),-112.661,38.46692
22-Jul-21,B. huntii (Hunt's bumble bee),-112.661,38.46694
22-Jul-21,B. huntii (Hunt's bumble bee),-112.662,38.46699
22-Jul-21,B. huntii (Hunt's bumble bee),-112.662,38.46699
22-Jul-21,B. huntii (Hunt's bumble bee),-111.819,40.70955
24-Jul-21,B. huntii (Hunt's bumble bee),-112.383,37.757
24-Jul-21,B. huntii (Hunt's bumble bee),-112.383,37.757
24-Jul-21,B. huntii (Hunt's bumble bee),-112.383,37.757
24-Jul-21,B. huntii (Hunt's bumble bee),-112.383,37.757
24-Jul-21,B. huntii (Hunt's bumble bee),-112.383,37.757
24-Jul-21,B. huntii (Hunt's bumble bee),-112.383,37.757
24-Jul-21,B. huntii (Hunt's bumble bee),-112.383,37.757
25-Jul-21,B. huntii (Hunt's bumble bee),-111.62,40.68403
26-Jul-21,B. huntii (Hunt's bumble bee),-111.699,40.31995
27-Jul-21,B. huntii (Hunt's bumble bee),-111.432,40.5546
27-Jul-21,B. huntii (Hunt's bumble bee),-111.854,40.75428
27-Jul-21,B. huntii (Hunt's bumble bee),-111.854,40.75429
28-Jul-21,B. huntii (Hunt's bumble bee),-111.86,40.74442
29-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66274
29-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66274
29-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66275
29-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66275
29-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66276
29-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66276
29-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66277
29-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66277
29-Jul-21,B. huntii (Hunt's bumble bee),-112.84,37.66277
29-Jul-21,B. huntii (Hunt's bumble bee),-111.805,40.61835
1-Aug-21,B. huntii (Hunt's bumble bee),-109.191,38.43736
1-Aug-21,B. huntii (Hunt's bumble bee),-109.21,38.4542
1-Aug-21,B. huntii (Hunt's bumble bee),-109.518,40.41889
2-Aug-21,B. huntii (Hunt's bumble bee),-111.943,40.5565
5-Aug-21,B. huntii (Hunt's bumble bee),-111.864,40.72719
9-Aug-21,B. huntii (Hunt's bumble bee),-111.819,40.70951
12-Aug-21,B. huntii (Hunt's bumble bee),-111.843,40.76951
13-Aug-21,B. huntii (Hunt's bumble bee),-111.804,40.62267
14-Aug-21,B. huntii (Hunt's bumble bee),-111.699,40.31991
16-Aug-21,B. huntii (Hunt's bumble bee),-111.875,40.74473
17-Aug-21,B. huntii (Hunt's bumble bee),-110.561,40.29637
21-Aug-21,B. huntii (Hunt's bumble bee),-111.469,39.32078
21-Aug-21,B. huntii (Hunt's bumble bee),-111.49,39.32452
21-Aug-21,B. huntii (Hunt's bumble bee),-112.091,40.46624
23-Aug-21,B. huntii (Hunt's bumble bee),-112.792,41.71583
26-Aug-21,B. huntii (Hunt's bumble bee),-109.637,40.54274
26-Aug-21,B. huntii (Hunt's bumble bee),-109.637,40.54276
26-Aug-21,B. huntii (Hunt's bumble bee),-109.637,40.54277
26-Aug-21,B. huntii (Hunt's bumble bee),-109.637,40.5428
26-Aug-21,B. huntii (Hunt's bumble bee),-109.637,40.5428
26-Aug-21,B. huntii (Hunt's bumble bee),-109.637,40.54281
26-Aug-21,B. huntii (Hunt's bumble bee),-109.637,40.54281
26-Aug-21,B. huntii (Hunt's bumble bee),-109.637,40.54282
26-Aug-21,B. huntii (Hunt's bumble bee),-109.637,40.54283
26-Aug-21,B. huntii (Hunt's bumble bee),-111.621,40.57168
28-Aug-21,B. huntii (Hunt's bumble bee),-111.823,40.76588
29-Aug-21,B. huntii (Hunt's bumble bee),-111.872,40.75222
29-Aug-21,B. huntii (Hunt's bumble bee),-111.828,40.7656
29-Aug-21,B. huntii (Hunt's bumble bee),-111.824,40.76619
29-Aug-21,B. huntii (Hunt's bumble bee),-111.824,40.76619
29-Aug-21,B. huntii (Hunt's bumble bee),-111.825,40.76646
29-Aug-21,B. huntii (Hunt's bumble bee),-111.824,40.76692
29-Aug-21,B. huntii (Hunt's bumble bee),-111.824,40.76692
30-Aug-21,B. huntii (Hunt's bumble bee),-111.855,40.78489
30-Aug-21,B. huntii (Hunt's bumble bee),-111.874,40.78872
1-Sep-21,B. huntii (Hunt's bumble bee),-111.837,40.74242
1-Sep-21,B. huntii (Hunt's bumble bee),-111.848,40.74986
1-Sep-21,B. huntii (Hunt's bumble bee),-111.842,40.74997
4-Sep-21,B. huntii (Hunt's bumble bee),-111.863,40.76313
4-Sep-21,B. huntii (Hunt's bumble bee),-111.852,40.77236
4-Sep-21,B. huntii (Hunt's bumble bee),-111.859,40.77395
10-Sep-21,B. huntii (Hunt's bumble bee),-111.907,40.3814
17-Oct-21,B. huntii (Hunt's bumble bee),-111.804,40.62284
26-Mar-22,B. huntii (Hunt's bumble bee),-111.8259946,40.76665318
1-May-22,B. huntii (Hunt's bumble bee),-109.5176204,40.41893704
13-May-22,B. huntii (Hunt's bumble bee),-109.5182861,40.41899106
23-May-22,B. huntii (Hunt's bumble bee),-111.6149759,40.74542798
27-May-22,B. huntii (Hunt's bumble bee),-111.9900946,40.78877111
4-Jun-22,B. huntii (Hunt's bumble bee),-111.8234284,40.76243925
4-Jun-22,B. huntii (Hunt's bumble bee),-111.8037989,40.62287409
4-Jun-22,B. huntii (Hunt's bumble bee),-111.8233131,40.76238034
6-Jun-22,B. huntii (Hunt's bumble bee),-112.2347696,38.46634902
12-Jun-22,B. huntii (Hunt's bumble bee),-111.7130993,40.69021068
14-Jun-22,B. huntii (Hunt's bumble bee),-111.8017534,40.37549115
14-Jun-22,B. huntii (Hunt's bumble bee),-111.8879904,40.42593986
20-Jun-22,B. huntii (Hunt's bumble bee),-111.8485727,40.60166687
20-Jun-22,B. huntii (Hunt's bumble bee),-111.7219603,39.72987213
20-Jun-22,B. huntii (Hunt's bumble bee),-111.7704579,40.6730507
21-Jun-22,B. huntii (Hunt's bumble bee),-111.586244,40.38847064
23-Jun-22,B. huntii (Hunt's bumble bee),-109.719082,40.76235673
26-Jun-22,B. huntii (Hunt's bumble bee),-111.857068,40.69594613
28-Jun-22,B. huntii (Hunt's bumble bee),-109.710186,40.68602969
5-Jul-22,B. huntii (Hunt's bumble bee),-111.8247605,40.76663259
7-Jul-22,B. huntii (Hunt's bumble bee),-111.7919825,40.59830652
7-Jul-22,B. huntii (Hunt's bumble bee),-111.791824,40.59847781
8-Jul-22,B. huntii (Hunt's bumble bee),-111.8485423,40.60163335
11-Jul-22,B. huntii (Hunt's bumble bee),-111.7920061,40.59828981
11-Jul-22,B. huntii (Hunt's bumble bee),-111.856959,40.62402819
15-Jul-22,B. huntii (Hunt's bumble bee),-111.7924378,40.59656322
15-Jul-22,B. huntii (Hunt's bumble bee),-111.792451,40.59656915
15-Jul-22,B. huntii (Hunt's bumble bee),-111.79192,40.59744224
15-Jul-22,B. huntii (Hunt's bumble bee),-111.848591,40.60159111
18-Jul-22,B. huntii (Hunt's bumble bee),-111.84822,40.5640237
18-Jul-22,B. huntii (Hunt's bumble bee),-111.8482288,40.5640174
18-Jul-22,B. huntii (Hunt's bumble bee),-109.2354568,40.58438991
20-Jul-22,B. huntii (Hunt's bumble bee),-111.8484791,40.60175299
20-Jul-22,B. huntii (Hunt's bumble bee),-111.8636185,40.72702343
22-Jul-22,B. huntii (Hunt's bumble bee),-111.8570462,40.6962132
22-Jul-22,B. huntii (Hunt's bumble bee),-111.857045,40.69626748
23-Jul-22,B. huntii (Hunt's bumble bee),-112.0758185,40.687751
25-Jul-22,B. huntii (Hunt's bumble bee),-111.818465,40.70901302
27-Jul-22,B. huntii (Hunt's bumble bee),-111.8499069,38.5847688
27-Jul-22,B. huntii (Hunt's bumble bee),-111.8497481,38.58489281
27-Jul-22,B. huntii (Hunt's bumble bee),-111.849812,38.58485005
27-Jul-22,B. huntii (Hunt's bumble bee),-111.8497706,38.58488844
28-Jul-22,B. huntii (Hunt's bumble bee),-112.367296,39.89884696
28-Jul-22,B. huntii (Hunt's bumble bee),-112.3682201,39.89915994
28-Jul-22,B. huntii (Hunt's bumble bee),-112.367406,39.89833249
28-Jul-22,B. huntii (Hunt's bumble bee),-112.3722672,39.85640072
28-Jul-22,B. huntii (Hunt's bumble bee),-112.3727193,39.85662526
29-Jul-22,B. huntii (Hunt's bumble bee),-113.7394473,41.65053802
29-Jul-22,B. huntii (Hunt's bumble bee),-113.739741,41.651309
29-Jul-22,B. huntii (Hunt's bumble bee),-113.739741,41.651309
29-Jul-22,B. huntii (Hunt's bumble bee),-113.739741,41.651309
29-Jul-22,B. huntii (Hunt's bumble bee),-113.739741,41.651309
29-Jul-22,B. huntii (Hunt's bumble bee),-113.739741,41.651309
29-Jul-22,B. huntii (Hunt's bumble bee),-113.739741,41.651309
29-Jul-22,B. huntii (Hunt's bumble bee),-113.7395936,41.65040369
29-Jul-22,B. huntii (Hunt's bumble bee),-111.9962514,40.66557223
31-Jul-22,B. huntii (Hunt's bumble bee),-111.8637653,40.72695209
1-Aug-22,B. huntii (Hunt's bumble bee),-111.8636513,40.7270424
2-Aug-22,B. huntii (Hunt's bumble bee),-111.8482085,40.74691839
3-Aug-22,B. huntii (Hunt's bumble bee),-111.8499028,38.58482434
3-Aug-22,B. huntii (Hunt's bumble bee),-111.7920018,40.59829301
3-Aug-22,B. huntii (Hunt's bumble bee),-109.57957,39.4758
3-Aug-22,B. huntii (Hunt's bumble bee),-111.9961909,40.66560941
6-Aug-22,B. huntii (Hunt's bumble bee),-111.7919098,40.59709695
7-Aug-22,B. huntii (Hunt's bumble bee),-111.7924798,40.59864052
7-Aug-22,B. huntii (Hunt's bumble bee),-111.7920034,40.59823301
10-Aug-22,B. huntii (Hunt's bumble bee),-111.8606645,40.72168306
12-Aug-22,B. huntii (Hunt's bumble bee),-111.848218,40.5642542
12-Aug-22,B. huntii (Hunt's bumble bee),-111.848218,40.5642542
13-Aug-22,B. huntii (Hunt's bumble bee),-111.615,40.42
22-Aug-22,B. huntii (Hunt's bumble bee),-109.541033,40.87338043
23-Aug-22,B. huntii (Hunt's bumble bee),-111.8337663,41.76315228
24-Aug-22,B. huntii (Hunt's bumble bee),-111.8638965,40.56786814
25-Aug-22,B. huntii (Hunt's bumble bee),-113.7394931,41.65048748
25-Aug-22,B. huntii (Hunt's bumble bee),-113.7112548,41.64115979
7-Sep-22,B. huntii (Hunt's bumble bee),-109.2187607,40.58733836
16-Sep-22,B. huntii (Hunt's bumble bee),-111.7112946,40.31974807
21-Sep-22,B. huntii (Hunt's bumble bee),-109.6483194,40.99330524
22-Sep-22,B. huntii (Hunt's bumble bee),-111.8486679,40.60168291
25-Sep-22,B. huntii (Hunt's bumble bee),-111.8037207,40.62273915
29-Sep-22,B. huntii (Hunt's bumble bee),-111.7112456,40.31965796
31-May-20,B. insularis (indiscriminate cuckoo bumble bee),-111.0825827,40.54791188
5-Jun-20,B. insularis (indiscriminate cuckoo bumble bee),-111.7365911,40.81163683
12-Jun-20,B. insularis (indiscriminate cuckoo bumble bee),-111.8224639,40.77230073
5-Jul-20,B. insularis (indiscriminate cuckoo bumble bee),-111.6130239,40.61412503
6-Jul-20,B. insularis (indiscriminate cuckoo bumble bee),-111.726162,40.40078435
29-Jul-20,B. insularis (indiscriminate cuckoo bumble bee),-111.7226248,40.69945931
17-Aug-20,B. insularis (indiscriminate cuckoo bumble bee),-111.6701427,40.69160336
28-May-21,B. insularis (indiscriminate cuckoo bumble bee),-111.8192227,40.70968662
31-May-21,B. insularis (indiscriminate cuckoo bumble bee),-111.7960842,40.70767002
6-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-111.8762074,40.84738454
7-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-111.8731539,40.87298708
11-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-111.7489842,40.4850632
13-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-111.6125337,40.6204323
13-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-111.6125337,40.6204323
14-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-111.611809,40.622335
14-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-113.3467351,41.9497128
15-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-112.0023816,41.03807764
26-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-111.873,40.87293
27-Jun-21,B. insularis (indiscriminate cuckoo bumble bee),-111.618,40.57347
1-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-111.639,40.66721
1-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-111.639,40.66721
1-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-111.639,40.66721
11-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-111.866,41.24234
21-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-112.863,37.59053
21-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-112.863,37.59054
24-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-111.662,40.66186
29-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-111.367,39.65572
29-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-111.367,39.65588
29-Jul-21,B. insularis (indiscriminate cuckoo bumble bee),-111.367,39.65601
8-Aug-21,B. insularis (indiscriminate cuckoo bumble bee),-111.552,40.46218
21-Aug-21,B. insularis (indiscriminate cuckoo bumble bee),-111.581,41.27578
22-Aug-21,B. insularis (indiscriminate cuckoo bumble bee),-111.565,41.87642
26-Aug-21,B. insularis (indiscriminate cuckoo bumble bee),-111.624,40.59283
6-May-22,B. insularis (indiscriminate cuckoo bumble bee),-111.7979454,40.56652626
12-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.7141256,40.69153086
15-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.5977309,40.38713716
15-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.5985597,40.38743963
15-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.5980474,40.38717228
19-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.5976207,40.38683778
19-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.6003383,40.38624317
19-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.5980474,40.38718541
21-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.5862671,40.38844471
23-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.366829,39.65609613
23-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.3668043,39.65590562
23-Jun-22,B. insularis (indiscriminate cuckoo bumble bee),-111.3671994,39.65575442
21-Jul-22,B. insularis (indiscriminate cuckoo bumble bee),-109.7100972,40.68579957
8-Aug-22,B. insularis (indiscriminate cuckoo bumble bee),-111.8955821,40.7767633
8-Aug-22,B. insularis (indiscriminate cuckoo bumble bee),-112.7243759,37.66546827
8-Aug-22,B. insularis (indiscriminate cuckoo bumble bee),-112.7243278,37.66558692
14-Aug-22,B. insularis (indiscriminate cuckoo bumble bee),-111.40671,40.19436314
14-Aug-22,B. insularis (indiscriminate cuckoo bumble bee),-111.3620728,40.21471449
24-Aug-22,B. insularis (indiscriminate cuckoo bumble bee),-111.6419584,41.89350379
24-Aug-20,B. melanopygus (black tail bumble bee),-111.7011063,40.6939647
10-Jun-21,B. melanopygus (black tail bumble bee),-111.1930169,40.90603148
12-Jun-21,B. melanopygus (black tail bumble bee),-109.711,40.686
1-Jul-21,B. melanopygus (black tail bumble bee),-111.823,40.56842
21-Jul-21,B. melanopygus (black tail bumble bee),-112.863,37.5905
21-Jul-21,B. melanopygus (black tail bumble bee),-112.863,37.59052
21-Jul-21,B. melanopygus (black tail bumble bee),-112.863,37.59053
